Date,Owner,Title,FU Reply
2016-05-24 21:43:00,gd1930,SONGONG!! Yusril OPTIMIS Bisa SAINGI AHOK di Pilkub Dki Berita Terkini (HOT),emang ahok udah maju? Ini contoh orang miskin
2016-05-23 19:06:00,jalakranau,"Heboh Foto Wanita Berjilbab di Warung Nasi Uduk Babi Buncit, Apa Alasannya?",Panasbung pasti nyalahin ahok
2016-05-23 14:05:00,politicus,"Rakyat Bertanya : Belum Tersangkakan Ahok, Ada Apa dengan KPK?",Thread bodoh
2016-05-23 14:03:00,tumblrsjw,(Nasbung Tiarap) Ahok Makin Kuat di Jalur Independen Maupun Parpol,Lagi minum kobokan nya mbok mega Sebagai sarat agar ucril diusung pdip Sehari harus habis 100m3 air kobokan sebagai sarat nya :travel Halo onta
2016-05-23 13:49:00,admira,Venesia de west java. Banjir di Subang 5 orang tewas,Panasbung kebanjiran
2016-05-23 13:47:00,8rutus,Yusril: Jaksa agung saja berkali-kali saya kalahkan apalagi cuma pemprov DKI,Udah dapet partai belum om?
2016-05-23 13:46:00,33th.,"Didukung Golkar, Ahok Bertemu Setya Novanto  ",Om ucril makin terpuruk
2016-05-23 13:42:00,politicus,"Disebut Usung Sjafrie Sjamsoeddin Jadi Cagub DKI, Ini Jawaban Gerindra",Om ucril gmn dong
2016-05-23 13:41:00,heavenisnomore,Sandiaga: PNS DKI Jakarta Bekerja dengan Penuh Rasa Takut,Takut ketahuan korupsi
2016-05-23 13:40:00,tumblrsjw,(Nasbung Tiarap) Ahok Makin Kuat di Jalur Independen Maupun Parpol,Mana nih pendukungnya om ucril?
2016-05-23 13:38:00,Ramma64,Pencuri Bawa Kabur Rp 230 Juta Usai Bobol Rumah Wakapolsek Taman Sari,Pelakunya panasbung kah?
2016-05-23 13:37:00,ini.berita,"Perayaan Waisak Di Candi Bahal, Ditolak Ribuan Warga Dan Mahasiswa Portibi","Thread bodoh, isinya panasbung rasis semua"
2016-05-23 13:35:00,infonitascom,Tanggapan Ahok Soal Demo Tuntut Dirinya Mundur,Itu yg demo panasbung sumatra dan jabar
2016-05-23 13:30:00,infonitascom,Polisi Tangkap Pelaku Curanmor di Kantor Wali Kota Jakarta Barat,Pelakunya pasti panasbung
2016-05-23 13:28:00,heavenisnomore,"Wagub Deddy Mizwar Marah Besar kepada Ahok, Proyek Reklamasi Disebut Kemaksiatan",Barokah bgt nih komandannya nasbung
2016-05-22 19:04:00,kurt.cob41n,Ahok Sudah Relokasi 14.900 Warga ke Rumah Susun,Panasbung mana suaranya?
2016-05-22 17:53:00,mobil.bergoyang,"pertama di dunia, mesin cuci khusul jilbab hadir di indonesia",No FU Reply
2016-05-22 17:49:00,gembaladomba13,Warung Kopi 10 - Lounge BP Raya,":think: itu pelakunya, yang cendol dan postingan bejibun, yang berulang kali bangkit dari kubur Opo bos?"
2016-05-22 17:43:00,comixxx14,Ini Penampakan Drone Karya Ongen yang Dipesan Kementerian Pertahanan,Bodo amat
2016-05-22 17:41:00,gembalarusa13,Sandiaga: Prabowo Umumkan Sjafrie Sebagai Cagub DKI Usai Lebaran,Bang ucril gimana dong
2016-05-22 16:41:00,tjahaja.mualaf,"Padang Kota Paling Tak Islami, Wako Padang: Semoga Maarif Institute Tidak Diboncengi!",Mayoritas panasbung gagal move on
2016-05-22 16:36:00,langlangkongho,Gerindra DKI: Sjafrie-Sandiaga Akan Kalahkan Ahok di Pilgub DKI 2017,Om ucril dicuekin lagi
2016-05-22 09:50:00,otake,AKSI PENJUAL BUAH LUDAHI DURIAN DAGANGANYA SBG PENGLARIS (VIDEO),Panasbung aja yg diludahin
2016-05-22 09:35:00,victim.o.gip99,"Sudah Ada Dua Alat Bukti, KPK Sudah Layak Tersangkakan Ahok",Si bodoh ini masih hidup?
2016-05-22 09:33:00,kurt.cob41n,Ratusan rumah terendam banjir di Garut,Pasti hoax Yg banjir cuma jkt
2016-05-22 09:32:00,gembalarusa13,Ketika Sandiaga Uno Senam Bersama Ibu-ibu di Kemayoran,Dia tim suksesnya ahok itu kan?
2016-05-22 00:18:00,hap69,"Sowan ke Luar Batang, Walikota asal AS bagi-bagi Alquran",Nunggu komen panasbung dulu
2016-05-22 00:17:00,hadji.lulungan,Ini Kerusakan-kerusakan akibat Ulah Pendemo Anti-Ahok,Nyusahin ya
2016-05-22 00:09:00,stratovarius666,makan tiramisu di holycow dikira chocolate flakes tak tahunya cicak,Panasbung miskin mana ngerti holycow
2016-05-21 21:08:00,hadji.lulungan,Ini Kerusakan-kerusakan akibat Ulah Pendemo Anti-Ahok,Kelakuan panasbung
2016-05-21 18:24:00,heavenisnomore,"Dampingi Yusril, Walikota New York Dikira Asisten Pribadi",Berita bodoh
2016-05-20 08:59:00,kuping.najwa,"Mulai Tahun Ajaran Baru, Seluruh Siswa Wajib Kenakan Kopiah",Emang ngaruh?
2016-05-19 07:59:00,GeorgeSatan,"★★★ Telepon Novanto, Yusril: Golkar Dukung Saya Dong... ★★★",Panasbung berduka
2016-05-18 09:23:00,nginx.404,Bila Jadi Presiden Ini yang Akan Dilakukan Ahmad Dhani,Haha kasian
2016-05-17 13:16:00,jackal15,"Gerindra: KMP Kepanjangannya Sekarang ""Kenangan Masa Pilpres""",Pks gak dianggap?
2016-05-16 10:27:00,beppe.adelmar,"""Kalau Enggak Ada Lulung, Enggak Tahu Deh Mau Pilih Siapa...""","gw pikir warga jakarta dh pinter2 taunya ""Nasib saya di ujung tanduk kalau Ahok jadi Gubernur lagi. Saya mah ngeri digusur, soalnya rumah saya langganan banjir,"" kata Fatimah. Haha takut digusur"
2016-05-16 09:34:00,langlangkongho,"Sia-sia Elektabilitas Tinggi, Tak Ada yang Mau Usung Dia",Kasian ya
2016-05-16 09:34:00,neoliberal.imf4,"SBY: Tahun 2045, Indonesia Memiliki Peluang Menjadi Negara Kuat dan Maju",Sby itu siapa
2016-05-16 09:30:00,mardyanyan,"Pakai Celana Tanggung dan Duduki Makam, Yusril diBully",Santun bgt
2016-05-15 20:18:00,kurt.cob41n,"Sebarkan Fitnah Jokowi Selundupkan Ratusan Warga Asing, Ratna Sarumpaet Akhirnya Malu",Kelakuan panasbung memang spt ini
2016-05-15 17:44:00,GeorgeSatan,"★★★ Timses: Setya Novanto Tidur, Tapi Tetap Mendengarkan Pidato ★★★",Panasbung bisa aja ngelesnya
2016-05-15 17:41:00,heavenisnomore,"Pamer Dada di Stadion Sempaja, Mahasiswi Bikin Heboh",Pasti panasbung tuh
2016-05-15 11:06:00,GeorgeSatan,"★★★ Ahok Dapat 4 Penghargaan Heboh, Aher Dapat Ratusan Penghargaan Biasa Saja ★★★",Dari panasbung untuk panasbung
2016-05-15 11:03:00,GeorgeSatan,★★★ Kunjungan ke PDIP : PKS menganggap PDIP sudah seperti Saudara Tua ★★★,Dasar sapi
2016-05-14 21:44:00,kurt.cob41n,Lulu Tobing Gugat Cerai Cucu Soeharto,Haha sukurin
2016-05-14 21:17:00,victim.of.jeep,Partai Idaman dicuekin,Udah biasa dicuekin
2016-05-14 20:56:00,hellnovia.,"SANDIAGA TEBAR JANJI, PEDAGANG PASAR RAGU",gak pake kaos mikimos?
2016-05-14 20:54:00,gembaladomba13,Warung Kopi 10 - Lounge BP Raya,"Halo, gw udah gak kena ban"
2016-05-14 20:51:00,hellnovia.,Pemprov Jabar Akan Buat Kebun Binatang Baru,"Khusus onta, ingat itu"
2016-05-14 20:27:00,GeorgeSatan,"★★★ Survey Popularitas : Ahmad Dhani Tempel Ketat Ahok, Yusril Hanya Posisi 3 ★★★","Ok deh, ahmad dhani for dki1 Dalam mimpi"
2016-05-14 20:09:00,visacom,Anak Mendikbud Anies Baswedan Tak Lulus SNMPTN 2016,Kalo anak2nya panasbung di sini gak pernah sekolah
2016-05-13 23:28:00,Ramma64,Anggota DPRD Buka Medsos Hingga Foto Wanita Seksi,Kelakuan panasbung
2016-05-13 23:17:00,gd1930,JOKOWI Setujui PERPU KEBIRI Untuk Pelaku PEMERKOSA Berita Terbaru Hari Ini (HEBOH),Nunggu komen panasbung dulu ah
2016-05-13 22:11:00,kurt.cob41n,"“Saya Dapat Bocoran dari KPK, Ahok 100 Persen Tersangka”",Logika panasbung
2016-05-13 22:00:00,sobari.hong,(Jum at Keramat) KPK Diminta Segera Tetapkan Ahok dan Sunny sebagai Tersangka,Bodo amat lah
2016-05-13 14:25:00,fad86,"Aksi Bersih-bersih tak Berbekas, Sungai Cikapundung Kembali Jadi Lautan Sampah",Sungai jadi lautan sampah gpp asalkan gubernurnya seiman
2016-05-13 14:23:00,tohir.57,Parkir Liar Milik Lulung Di Taman Ismail Marzuki Dimatikan Ahok,Lulung for dki1
2016-05-13 08:00:00,yokono,Seumur-umur Gue yang Lahir di Jakarta Nggak pernah Lihat Anak-anak Maen di Kali,Terima kasih pak sby
2016-05-13 07:59:00,rugandri,INNALILLAHI... Usai Melahirkan Susi Meninggal di Ambulans karena Jalan Diblokir,Kelakuan panasbung
2016-05-13 07:54:00,jokohadiningrat,"PAN Segera Buka Pendaftaran Cagub DKI, Calon Independen Dilarang Daftar",Om ucril ikut gak?
2016-05-13 07:52:00,aghilfath,Penampakan Pembangunan Jalan Perbatasan RI-Malaysia Yang Dikebut Jokowi,10 tahun yg sia2
2016-05-12 20:28:00,bonta87,"Mabuk usai dugem di Kuta, WN Jepang dirudapaksa pria asal Bandung",Panasbung kah itu?
2016-05-12 07:39:00,jalakranau,Ini Alasan Konyol yang Disampaikan Salah Satu ABG yang Injak Patung Pahlawan,Gedenya jadi panasbung
2016-05-12 07:22:00,namini,KPK Masih Selidiki Dugaan Novanto di Proyek e-KTP,Kasian panasbung
2016-05-11 15:38:00,titanspace,Anak Haji Lulung unggah foto dicium si seksi Nikita Mirzani,Kelakuan asli panasbung
2016-05-11 15:34:00,gembalarusa13,Saat Kaus Band Metal Dikira Lambang Palu Arit PKI,Panasbung sensitif bgt ya
2016-05-11 15:33:00,hellnovia.,Kapolda: Jabar Basis Perkembangan Terorisme dan Radikalisme,Sumatra gimana pak
2015-08-18 23:49:00,provokator.7,"Rachmawati: 70 Tahun Indonesia Merdeka, Rakyat Hanya Dibohongi Penguasa Antek Nekolim",Blm minum obat ya?
2015-08-18 23:46:00,pancidermawan,Tujuh Kuda Prabowo dan Jeep Rubicon Elite KMP dalam Upacara di Lapangan Polo,Haha malu2in
2015-08-18 23:39:00,infonitascom,Tiga Artis akan Menjadi Saksi Persidangan Prostitusi Artis,Kimochi gak?
2015-08-18 23:36:00,GalaxyRaya,[Yang Bohong Siapa yah??] Lulung: Data BPK soal UPS Bohong!,Idola panasbung nih
2015-08-18 23:34:00,No Owner,"Merasa Diintervensi Gatot Pujo dan Istrinya, Razman Mundur dari Tim Kuasa Hukum",No FU Reply
2015-08-18 23:32:00,toocooldimas,"Hanya Jadi Pengantar Surat, Pengacara Gubernur Gatot Mundur",Ganteng bgt tuh pengacara
2015-08-18 23:31:00,fufufafa,Aktivis JIL Nilai PARADE TAUHID adalah Parade Pembodohan dan Pesta Intoleransi, Bebaskan gatot!
